,Year,StateAbbr,StateDesc,CityName,GeographicLevel,UniqueID,DataValueTypeID,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,PopulationCount,GeoLocation,CityFIPS,TractFIPS
26217,2016,TX,Texas,San Antonio,Census Tract,4865000-48029151100,CrdPrv,15.0,14.0,16.0,"6,936","(29.3620773699, -98.5306826375)",4865000.0,48029151100.0
26260,2016,TX,Texas,San Antonio,Census Tract,4865000-48029120100,CrdPrv,12.4,10.9,13.9,"7,129","(29.4609904929, -98.4371538449)",4865000.0,48029120100.0
26261,2016,TX,Texas,San Antonio,Census Tract,4865000-48029160100,CrdPrv,18.2,16.9,19.4,"5,794","(29.4084761065, -98.5212324049)",4865000.0,48029160100.0
26382,2016,TX,Texas,San Antonio,Census Tract,4865000-48029151200,CrdPrv,12.9,11.4,14.5,"9,620","(29.3381691784, -98.5426468378)",4865000.0,48029151200.0
26862,2016,TX,Texas,San Antonio,Census Tract,4865000-48029170600,CrdPrv,13.6,12.0,15.1,"4,628","(29.4519547972, -98.5500507436)",4865000.0,48029170600.0
26976,2016,TX,Texas,San Antonio,Census Tract,4865000-48029121121,CrdPrv,9.1,8.1,10.3,"3,001","(29.5877234392, -98.4324581305)",4865000.0,48029121121.0
27059,2016,TX,Texas,San Antonio,Census Tract,4865000-48029171924,CrdPrv,9.8,9.0,10.7,"4,301","(29.455634833, -98.6762004183)",4865000.0,48029171924.0
27060,2016,TX,Texas,San Antonio,Census Tract,4865000-48029180300,CrdPrv,13.5,12.0,15.0,"4,462","(29.466759096, -98.5575130018)",4865000.0,48029180300.0
27109,2016,TX,Texas,San Antonio,Census Tract,4865000-48029120902,CrdPrv,10.8,10.2,11.5,"6,123","(29.5082046326, -98.4229890256)",4865000.0,48029120902.0
27277,2016,TX,Texas,San Antonio,Census Tract,4865000-48029171912,CrdPrv,10.0,9.1,11.0,"6,197","(29.4799041406, -98.6872547814)",4865000.0,48029171912.0
27323,2016,TX,Texas,San Antonio,Census Tract,4865000-48029131000,CrdPrv,15.3,14.5,16.3,"5,066","(29.4174140689, -98.4069606783)",4865000.0,48029131000.0
27364,2016,TX,Texas,San Antonio,Census Tract,4865000-48029121907,CrdPrv,9.2,8.2,10.2,223,"(29.6384803602, -98.3734103746)",4865000.0,48029121907.0
27382,2016,TX,Texas,San Antonio,Census Tract,4865000-48029151500,CrdPrv,12.8,12.0,13.7,"2,573","(29.3525982021, -98.4923256702)",4865000.0,48029151500.0
27401,2016,TX,Texas,San Antonio,Census Tract,4865000-48029150900,CrdPrv,14.6,13.2,16.1,"5,913","(29.3624269155, -98.4932268549)",4865000.0,48029150900.0
27462,2016,TX,Texas,San Antonio,Census Tract,4865000-48029121203,CrdPrv,13.0,12.3,13.7,"3,996","(29.5337572799, -98.3911324992)",4865000.0,48029121203.0
27699,2016,TX,Texas,San Antonio,Census Tract,4865000-48029181705,CrdPrv,11.5,10.5,12.6,"3,368","(29.4764320931, -98.6177125775)",4865000.0,48029181705.0
27811,2016,TX,Texas,San Antonio,Census Tract,4865000-48029170102,CrdPrv,14.5,13.0,16.0,"3,796","(29.4316250582, -98.5195831659)",4865000.0,48029170102.0
27846,2016,TX,Texas,San Antonio,Census Tract,4865000-48029121205,CrdPrv,15.0,14.3,15.8,"3,496","(29.5411714721, -98.4061544377)",4865000.0,48029121205.0
27957,2016,TX,Texas,San Antonio,Census Tract,4865000-48029171918,CrdPrv,10.6,9.7,11.7,"5,185","(29.4573217357, -98.6960181699)",4865000.0,48029171918.0
27994,2016,TX,Texas,San Antonio,Census Tract,4865000-48029191410,CrdPrv,12.2,11.0,13.4,"5,491","(29.5551413588, -98.5082308044)",4865000.0,48029191410.0
28017,2016,TX,Texas,San Antonio,Census Tract,4865000-48029160701,CrdPrv,14.5,13.0,16.0,"3,392","(29.4062076769, -98.5740697809)",4865000.0,48029160701.0
28047,2016,TX,Texas,San Antonio,Census Tract,4865000-48029110300,CrdPrv,12.4,11.1,13.7,"2,542","(29.4143332754, -98.4808556963)",4865000.0,48029110300.0
28263,2016,TX,Texas,San Antonio,Census Tract,4865000-48029180102,CrdPrv,10.5,9.7,11.4,"1,875","(29.4657093942, -98.5367807636)",4865000.0,48029180102.0
28399,2016,TX,Texas,San Antonio,Census Tract,4865000-48029121906,CrdPrv,9.8,8.8,10.7,"5,561","(29.6153464902, -98.452191138)",4865000.0,48029121906.0
28429,2016,TX,Texas,San Antonio,Census Tract,4865000-48029130200,CrdPrv,17.2,15.7,18.6,"1,755","(29.4158238923, -98.4673755798)",4865000.0,48029130200.0
28687,2016,TX,Texas,San Antonio,Census Tract,4865000-48029191201,CrdPrv,10.3,9.5,11.2,"3,143","(29.5409820649, -98.5005924009)",4865000.0,48029191201.0
28696,2016,TX,Texas,San Antonio,Census Tract,4865000-48029191817,CrdPrv,8.8,8.0,9.7,"9,732","(29.6295033321, -98.4762436675)",4865000.0,48029191817.0
28700,2016,TX,Texas,San Antonio,Census Tract,4865000-48029191412,CrdPrv,8.0,7.2,9.0,"2,313","(29.5918429429, -98.5368017613)",4865000.0,48029191412.0
28955,2016,TX,Texas,San Antonio,Census Tract,4865000-48029180603,CrdPrv,12.2,11.3,13.1,"1,946","(29.4848996782, -98.5838635885)",4865000.0,48029180603.0
