,Year,StateAbbr,StateDesc,CityName,GeographicLevel,UniqueID,DataValueTypeID,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,PopulationCount,GeoLocation,CityFIPS,TractFIPS
6963,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157021726,CrdPrv,16.1,14.2,18.2,"4,156","(35.0549233988, -89.8505914096)",4748000.0,47157021726
7114,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157021746,CrdPrv,15.2,13.9,16.5,"4,588","(35.0393420748, -89.8375054703)",4748000.0,47157021746
7320,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157011600,CrdPrv,21.5,19.7,23.6,"2,743","(35.120541441, -90.0397678788)",4748000.0,47157011600
7500,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157006200,CrdPrv,17.5,16.2,18.9,"2,242","(35.1174681637, -90.0110800767)",4748000.0,47157006200
7737,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157004300,CrdPrv,9.5,8.6,10.8,"1,353","(35.1298657676, -90.0647633371)",4748000.0,47157004300
7789,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157008000,CrdPrv,17.2,15.8,18.6,"5,174","(35.1004579845, -89.9399787328)",4748000.0,47157008000
7865,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157021331,CrdPrv,10.9,9.9,12.1,"3,247","(35.0787982832, -89.8594379028)",4748000.0,47157021331
7966,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157980100,CrdPrv,24.8,22.4,27.3,63,"(35.0534030584, -89.9712369407)",4748000.0,47157980100
7992,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157009800,CrdPrv,17.0,15.5,18.6,"3,110","(35.158879497, -89.8968833402)",4748000.0,47157009800
8154,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157007821,CrdPrv,18.8,17.2,20.3,"5,903","(35.0798934018, -90.0072324335)",4748000.0,47157007821
8225,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157022220,CrdPrv,16.0,14.4,17.8,"4,099","(35.0660690423, -90.0748840956)",4748000.0,47157022220
8338,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157020610,CrdPrv,15.1,13.5,16.5,"4,164","(35.1761991829, -89.8851112203)",4748000.0,47157020610
8555,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157021137,CrdPrv,11.6,10.6,12.8,"8,037","(35.1420067396, -89.7810716122)",4748000.0,47157021137
8611,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157000600,CrdPrv,18.6,16.8,20.2,"2,152","(35.1813344343, -89.9931859463)",4748000.0,47157000600
8615,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157003600,CrdPrv,17.3,15.8,18.9,"2,039","(35.1388721589, -90.0171874264)",4748000.0,47157003600
8980,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157001200,CrdPrv,19.1,17.7,20.6,"3,733","(35.155726388, -89.9357488258)",4748000.0,47157001200
9062,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157006600,CrdPrv,14.2,12.8,15.8,"2,286","(35.1198595159, -89.9845836583)",4748000.0,47157006600
9419,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157001500,CrdPrv,17.5,15.7,19.4,"1,745","(35.1529878945, -89.9740999194)",4748000.0,47157001500
9637,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157005000,CrdPrv,20.4,18.8,22.2,"1,074","(35.1214284589, -90.0510709047)",4748000.0,47157005000
9644,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157020532,CrdPrv,13.7,12.4,15.1,"5,294","(35.231628649, -89.9083777991)",4748000.0,47157020532
9648,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157003400,CrdPrv,15.4,13.6,17.4,"2,099","(35.1375845268, -90.0077830334)",4748000.0,47157003400
9666,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157011200,CrdPrv,21.0,18.8,23.3,"1,720","(35.1653247299, -90.01466327)",4748000.0,47157011200
9708,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157000700,CrdPrv,16.4,14.9,17.9,"4,861","(35.167318937, -89.9957716398)",4748000.0,47157000700
9741,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157002600,CrdPrv,11.2,9.9,12.8,"2,511","(35.1480882633, -90.0039733445)",4748000.0,47157002600
10047,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157011500,CrdPrv,19.9,18.2,21.8,"2,914","(35.1151683214, -90.023746709)",4748000.0,47157011500
10213,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157021333,CrdPrv,11.9,11.1,12.8,"3,754","(35.0744238867, -89.8350952675)",4748000.0,47157021333
10325,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157005700,CrdPrv,16.8,15.3,18.5,"2,633","(35.1042254381, -90.0410602235)",4748000.0,47157005700
10410,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157021140,CrdPrv,12.4,11.3,13.6,"3,538","(35.1231635222, -89.7877339183)",4748000.0,47157021140
10669,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157022210,CrdPrv,17.0,15.2,18.9,"4,615","(35.0369823853, -90.1163042443)",4748000.0,47157022210
10731,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157005500,CrdPrv,18.3,16.8,20.1,"2,731","(35.0939264046, -90.0593626816)",4748000.0,47157005500
10903,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157020511,CrdPrv,13.5,11.9,15.1,"2,128","(35.2054318433, -89.9601890603)",4748000.0,47157020511
10954,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157002000,CrdPrv,20.6,18.1,23.0,"1,969","(35.1609440412, -90.0330231229)",4748000.0,47157002000
11220,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157005300,CrdPrv,17.6,15.6,19.6,"3,945","(35.0921244788, -90.0753305935)",4748000.0,47157005300
11464,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157020644,CrdPrv,11.3,10.1,12.3,"1,651","(35.2261085894, -89.8883965952)",4748000.0,47157020644
11509,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157008200,CrdPrv,21.0,19.3,22.8,"4,840","(35.0867857888, -89.9413473048)",4748000.0,47157008200
11628,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157021311,CrdPrv,8.2,7.2,9.4,"4,778","(35.114875677, -89.8550127307)",4748000.0,47157021311
11775,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157010300,CrdPrv,20.2,18.0,22.4,"1,478","(35.2487179321, -89.9827911927)",4748000.0,47157010300
12066,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157009500,CrdPrv,10.4,9.5,11.4,"6,346","(35.0954974193, -89.8848429446)",4748000.0,47157009500
12376,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157010720,CrdPrv,18.5,16.6,20.6,"3,206","(35.0685599814, -89.8807294003)",4748000.0,47157010720
12794,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157021122,CrdPrv,15.2,13.9,16.5,"5,626","(35.1606530627, -89.8478108547)",4748000.0,47157021122
12946,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157002500,CrdPrv,16.1,15.2,17.2,"2,877","(35.150699683, -90.0159941929)",4748000.0,47157002500
13380,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157021142,CrdPrv,11.0,10.0,12.1,"3,440","(35.1924403124, -89.7796246334)",4748000.0,47157021142
13437,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157004200,CrdPrv,9.5,8.6,10.7,"2,348","(35.1442847811, -90.0582100389)",4748000.0,47157004200
13456,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157021710,CrdPrv,17.1,15.2,19.3,"3,114","(35.0721872855, -89.8740507694)",4748000.0,47157021710
13537,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157009901,CrdPrv,21.8,20.1,23.6,"3,297","(35.2161816308, -90.0391139667)",4748000.0,47157009901
13556,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157021141,CrdPrv,11.5,10.5,12.6,"7,301","(35.1877487555, -89.7655274748)",4748000.0,47157021141
13557,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157020523,CrdPrv,21.3,19.0,23.6,"3,547","(35.2457593667, -89.9346120777)",4748000.0,47157020523
13745,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157010500,CrdPrv,18.9,17.3,20.4,"2,413","(35.0641936611, -89.9415203708)",4748000.0,47157010500
13857,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157009300,CrdPrv,11.5,10.3,12.8,"4,495","(35.0982634565, -89.9091048206)",4748000.0,47157009300
13951,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157007200,CrdPrv,9.5,8.4,10.7,"2,322","(35.1220908833, -89.9534780972)",4748000.0,47157007200
13980,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157006300,CrdPrv,13.1,12.0,14.1,"2,405","(35.1204593496, -89.9976472225)",4748000.0,47157006300
14032,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157008110,CrdPrv,19.3,17.4,21.2,"2,725","(35.0838874997, -89.979099925)",4748000.0,47157008110
14176,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157000900,CrdPrv,19.4,17.5,21.6,"2,884","(35.1648970343, -89.9752407859)",4748000.0,47157000900
14387,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157011800,CrdPrv,17.1,15.6,18.6,"5,645","(35.0943497136, -89.9240324177)",4748000.0,47157011800
14423,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157007810,CrdPrv,17.3,15.8,18.9,"2,802","(35.0920939474, -90.0048579438)",4748000.0,47157007810
14437,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157021724,CrdPrv,15.2,13.7,16.8,"2,312","(35.05477243, -89.8349820514)",4748000.0,47157021724
14560,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157020541,CrdPrv,15.1,13.7,16.7,"5,158","(35.2142908345, -89.9099025834)",4748000.0,47157020541
14633,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157011010,CrdPrv,19.1,17.3,20.9,"4,116","(35.0368217543, -89.9594299087)",4748000.0,47157011010
14754,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157022130,CrdPrv,15.7,13.9,17.5,"5,920","(35.0007625499, -90.0116428254)",4748000.0,47157022130
14987,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157007900,CrdPrv,18.1,16.8,19.5,"5,528","(35.1013344538, -89.9594977525)",4748000.0,47157007900
15090,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157022112,CrdPrv,18.0,15.9,20.1,"6,014","(35.0282426445, -90.0009880951)",4748000.0,47157022112
15667,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157020651,CrdPrv,14.7,13.4,16.0,"2,556","(35.2143816732, -89.8887650384)",4748000.0,47157020651
15784,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157009902,CrdPrv,19.3,17.6,21.4,"2,851","(35.2041141278, -90.0395284402)",4748000.0,47157009902
15953,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157020622,CrdPrv,13.0,11.7,14.5,895,"(35.184969891, -89.8624968007)",4748000.0,47157020622
15965,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157010810,CrdPrv,18.3,16.8,19.9,"5,865","(35.056380699, -89.8963876902)",4748000.0,47157010810
16025,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157008500,CrdPrv,8.1,7.2,9.2,"4,116","(35.1201915269, -89.9119209543)",4748000.0,47157008500
16049,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157022022,CrdPrv,20.5,18.1,22.9,"3,377","(35.0499027631, -90.0005482452)",4748000.0,47157022022
16059,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157004500,CrdPrv,19.7,17.2,22.5,956,"(35.1285876076, -90.0394477489)",4748000.0,47157004500
16083,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157021721,CrdPrv,18.6,16.7,20.7,"3,974","(35.0613386322, -89.8613468208)",4748000.0,47157021721
16289,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157003100,CrdPrv,11.2,10.4,12.3,"3,410","(35.1329459694, -89.979774372)",4748000.0,47157003100
16517,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157022321,CrdPrv,16.8,15.0,18.8,"4,052","(35.0435412732, -90.0549159254)",4748000.0,47157022321
16757,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157007500,CrdPrv,17.5,15.7,19.3,"1,581","(35.0927786924, -90.0318124084)",4748000.0,47157007500
16760,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157011300,CrdPrv,18.0,16.0,20.1,"1,850","(35.1523622551, -90.0417378425)",4748000.0,47157011300
16832,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157021334,CrdPrv,14.0,12.6,15.4,"3,710","(35.0605097955, -89.8237929842)",4748000.0,47157021334
16955,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157004600,CrdPrv,19.2,17.6,21.0,"1,498","(35.1286241883, -90.0280485172)",4748000.0,47157004600
17140,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157022024,CrdPrv,14.8,13.2,16.6,"3,490","(35.0416570048, -90.0154454964)",4748000.0,47157022024
17462,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157002700,CrdPrv,16.9,15.4,18.5,"2,018","(35.1429422869, -89.9753586958)",4748000.0,47157002700
18287,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157022322,CrdPrv,14.8,13.2,16.6,"4,197","(35.0279594375, -90.0550087245)",4748000.0,47157022322
18518,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157009600,CrdPrv,9.1,8.1,10.1,"4,830","(35.1180940789, -89.8810597107)",4748000.0,47157009600
18653,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157021138,CrdPrv,11.0,9.9,12.3,"2,472","(35.1418650061, -89.7600268044)",4748000.0,47157021138
18866,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157021744,CrdPrv,13.5,12.0,15.0,"5,154","(35.0390306215, -89.8236651228)",4748000.0,47157021744
18868,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157021125,CrdPrv,12.1,11.1,13.2,"2,687","(35.1472826245, -89.8033269549)",4748000.0,47157021125
18892,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157008700,CrdPrv,15.9,14.3,17.6,"4,768","(35.1554411054, -89.9167543506)",4748000.0,47157008700
18984,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157006000,CrdPrv,18.2,16.3,20.3,"2,030","(35.1045792297, -90.0188335966)",4748000.0,47157006000
19075,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157020512,CrdPrv,18.0,16.2,20.0,"5,837","(35.2060514271, -89.9419491138)",4748000.0,47157020512
19307,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157001700,CrdPrv,12.7,11.6,14.0,"3,848","(35.1586332037, -90.0042687852)",4748000.0,47157001700
19670,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157021725,CrdPrv,16.6,14.6,19.0,"4,073","(35.0642348229, -89.8509632423)",4748000.0,47157021725
19701,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157022111,CrdPrv,16.6,14.6,18.8,"5,742","(35.0283164719, -90.0262104196)",4748000.0,47157022111
19988,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157000400,CrdPrv,21.2,19.3,23.1,"1,727","(35.1781974735, -90.0163510102)",4748000.0,47157000400
20231,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157021111,CrdPrv,16.1,14.9,17.5,"3,711","(35.1777783462, -89.8526515433)",4748000.0,47157021111
20268,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157022122,CrdPrv,15.4,13.7,17.1,"3,995","(35.0137148004, -89.9987221985)",4748000.0,47157022122
20498,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157010000,CrdPrv,18.7,16.8,20.7,"7,653","(35.2352389409, -89.9939030223)",4748000.0,47157010000
20557,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157010820,CrdPrv,14.7,13.2,16.3,"4,146","(35.0556215414, -89.8758534856)",4748000.0,47157010820
20696,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157021121,CrdPrv,13.2,12.4,14.1,"4,032","(35.1793386592, -89.8098894703)",4748000.0,47157021121
20722,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157006400,CrdPrv,15.1,13.6,16.9,"1,585","(35.1125835227, -89.9984242923)",4748000.0,47157006400
21244,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157020542,CrdPrv,18.0,16.4,19.8,"5,313","(35.1975005171, -89.9068658088)",4748000.0,47157020542
21314,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157021139,CrdPrv,6.1,4.5,9.5,126,"(35.1172289001, -89.7727405564)",4748000.0,47157021139
21365,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157003800,CrdPrv,16.5,15.3,17.7,"1,048","(35.1416185547, -90.0282660493)",4748000.0,47157003800
21445,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157021747,CrdPrv,15.2,13.7,16.7,"4,035","(35.0263398239, -89.8411279875)",4748000.0,47157021747
21455,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157002100,CrdPrv,20.4,18.5,22.3,"1,192","(35.1599351261, -90.0445192822)",4748000.0,47157002100
22099,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157022310,CrdPrv,17.6,15.6,19.8,"5,520","(35.0461751924, -90.0807851271)",4748000.0,47157022310
22257,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157000200,CrdPrv,21.7,19.6,24.0,"1,033","(35.1682575302, -90.0429048978)",4748000.0,47157000200
22474,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157009400,CrdPrv,11.5,10.1,13.0,"3,128","(35.0992335986, -89.8994262897)",4748000.0,47157009400
23161,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157021741,CrdPrv,17.5,15.9,19.2,"7,888","(35.027670611, -89.8616102801)",4748000.0,47157021741
23210,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157008120,CrdPrv,18.0,16.5,19.5,"4,393","(35.0869484061, -89.9617240752)",4748000.0,47157008120
23216,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157007100,CrdPrv,11.1,9.9,12.2,"2,549","(35.1242946184, -89.9655983986)",4748000.0,47157007100
23259,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157000300,CrdPrv,20.1,18.2,22.1,"1,060","(35.1781294208, -90.0296002982)",4748000.0,47157000300
23315,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157022330,CrdPrv,15.6,14.1,17.4,"4,744","(35.0281454156, -90.0838624162)",4748000.0,47157022330
23372,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157021112,CrdPrv,15.4,14.2,16.7,"6,724","(35.1922797523, -89.8263395869)",4748000.0,47157021112
23788,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157021200,CrdPrv,16.8,14.7,18.7,"4,526","(35.1569431695, -89.8670777912)",4748000.0,47157021200
23819,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157005600,CrdPrv,16.1,14.2,18.0,"3,802","(35.0890361265, -90.0447067021)",4748000.0,47157005600
24105,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157008600,CrdPrv,10.8,10.0,11.9,"5,886","(35.140020949, -89.91323747)",4748000.0,47157008600
24110,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157011400,CrdPrv,21.6,19.2,24.2,"5,954","(35.136540808, -90.0455635784)",4748000.0,47157011400
24219,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157009700,CrdPrv,16.8,15.7,17.9,"2,908","(35.0821732775, -89.9098824275)",4748000.0,47157009700
24416,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157005800,CrdPrv,19.9,17.9,22.1,"1,235","(35.1117123924, -90.0511300652)",4748000.0,47157005800
24489,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157020531,CrdPrv,15.6,14.0,17.3,"1,719","(35.2540036572, -89.9259465115)",4748000.0,47157020531
24730,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157000100,CrdPrv,10.2,9.0,12.0,"5,394","(35.1731784988, -90.0515798019)",4748000.0,47157000100
24776,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157021732,CrdPrv,16.8,15.2,18.7,"6,966","(35.0426452021, -89.8557493943)",4748000.0,47157021732
25038,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157006500,CrdPrv,17.1,15.4,18.8,"2,747","(35.1043221535, -89.9974863664)",4748000.0,47157006500
25061,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157011020,CrdPrv,16.4,14.7,18.3,"1,615","(35.0403975855, -89.9453385844)",4748000.0,47157011020
