,Year,StateAbbr,StateDesc,CityName,GeographicLevel,UniqueID,DataValueTypeID,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,PopulationCount,GeoLocation,CityFIPS,TractFIPS
25352,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157006800,CrdPrv,18.7,16.8,20.7,"2,538","(35.1041339015, -89.9766825927)",4748000.0,47157006800
25372,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157021900,CrdPrv,16.9,15.0,18.8,"5,031","(35.009319048, -89.9618636285)",4748000.0,47157021900
25503,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157020524,CrdPrv,17.8,16.1,19.7,"4,909","(35.2310517969, -89.9401788519)",4748000.0,47157020524
25638,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157001900,CrdPrv,19.2,17.4,21.2,"1,601","(35.1633019396, -90.0233116647)",4748000.0,47157001900
25858,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157010120,CrdPrv,20.6,18.4,22.8,"5,399","(35.2005241897, -90.0158277606)",4748000.0,47157010120
26022,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157022023,CrdPrv,15.8,13.8,17.9,"2,757","(35.0537225249, -90.0183008364)",4748000.0,47157022023
26328,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157001400,CrdPrv,21.1,19.2,23.1,"1,648","(35.1546953557, -89.9616023803)",4748000.0,47157001400
26390,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157011100,CrdPrv,19.4,17.5,21.5,"1,892","(35.1731522309, -89.9566873032)",4748000.0,47157011100
27617,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157007300,CrdPrv,16.7,14.8,18.8,"4,127","(35.1209840406, -89.9363799177)",4748000.0,47157007300
27646,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157021320,CrdPrv,10.3,9.3,11.3,"5,924","(35.0921858044, -89.8509901218)",4748000.0,47157021320
27696,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157010210,CrdPrv,19.1,17.0,21.5,"5,706","(35.2257022414, -89.9778893991)",4748000.0,47157010210
27716,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157003000,CrdPrv,14.6,13.4,15.9,"2,938","(35.1354661855, -89.9540526144)",4748000.0,47157003000
27892,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157008800,CrdPrv,22.4,21.2,23.5,"6,854","(35.1713217399, -89.9252083423)",4748000.0,47157008800
28008,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157003300,CrdPrv,10.5,9.2,11.9,"2,141","(35.1281689116, -89.9987070779)",4748000.0,47157003300
28143,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157003700,CrdPrv,18.4,16.7,20.2,"1,345","(35.1355345124, -90.0278933981)",4748000.0,47157003700
28236,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157021754,CrdPrv,14.4,12.9,16.0,"2,364","(35.0167942091, -89.8399559878)",4748000.0,47157021754
28337,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157020621,CrdPrv,15.5,14.0,17.0,"5,528","(35.1952083691, -89.8854018251)",4748000.0,47157020621
28803,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157003500,CrdPrv,11.4,10.0,13.0,"2,996","(35.1279253708, -90.0135953257)",4748000.0,47157003500
28920,2016,TN,Tennessee,Memphis,Census Tract,4748000-47157021342,CrdPrv,10.1,8.9,11.2,"2,511","(35.0556004432, -89.7984751532)",4748000.0,47157021342
