,Year,StateAbbr,StateDesc,CityName,GeographicLevel,UniqueID,DataValueTypeID,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,PopulationCount,GeoLocation,CityFIPS,TractFIPS
212,2016,CA,California,Los Angeles,Census Tract,0644000-06037125600,CrdPrv,10.0,9.3,10.8,"2,657","(34.1578941303, -118.356861351)",644000.0,6037125600
213,2016,CA,California,Los Angeles,Census Tract,0644000-06037127102,CrdPrv,14.7,13.3,16.1,"4,726","(34.2060073784, -118.444525277)",644000.0,6037127102
214,2016,CA,California,Los Angeles,Census Tract,0644000-06037127103,CrdPrv,15.5,14.0,17.1,"2,939","(34.2044973826, -118.429174154)",644000.0,6037127103
215,2016,CA,California,Los Angeles,Census Tract,0644000-06037127104,CrdPrv,13.9,12.6,15.3,"3,573","(34.2051758494, -118.435798628)",644000.0,6037127104
216,2016,CA,California,Los Angeles,Census Tract,0644000-06037127210,CrdPrv,14.4,13.1,15.8,"5,531","(34.2083416292, -118.45990793)",644000.0,6037127210
217,2016,CA,California,Los Angeles,Census Tract,0644000-06037127220,CrdPrv,15.0,13.6,16.5,"4,931","(34.2047823866, -118.453126377)",644000.0,6037127220
218,2016,CA,California,Los Angeles,Census Tract,0644000-06037127300,CrdPrv,12.5,11.7,13.3,"4,460","(34.2084004747, -118.469753472)",644000.0,6037127300
219,2016,CA,California,Los Angeles,Census Tract,0644000-06037127400,CrdPrv,15.7,14.1,17.2,"5,818","(34.2108227419, -118.478685553)",644000.0,6037127400
220,2016,CA,California,Los Angeles,Census Tract,0644000-06037127520,CrdPrv,18.0,16.4,19.5,"4,045","(34.2184163312, -118.46975108)",644000.0,6037127520
221,2016,CA,California,Los Angeles,Census Tract,0644000-06037127603,CrdPrv,15.7,14.2,17.5,"2,938","(34.1957244802, -118.480002652)",644000.0,6037127603
222,2016,CA,California,Los Angeles,Census Tract,0644000-06037127604,CrdPrv,14.1,12.7,15.6,"2,939","(34.1993150104, -118.47978796)",644000.0,6037127604
223,2016,CA,California,Los Angeles,Census Tract,0644000-06037127605,CrdPrv,15.8,14.0,17.7,"3,549","(34.1902698708, -118.485831232)",644000.0,6037127605
224,2016,CA,California,Los Angeles,Census Tract,0644000-06037127606,CrdPrv,14.2,12.8,15.5,"3,164","(34.1902662293, -118.477789078)",644000.0,6037127606
225,2016,CA,California,Los Angeles,Census Tract,0644000-06037127711,CrdPrv,12.8,11.9,13.8,"3,356","(34.187958573, -118.469819511)",644000.0,6037127711
226,2016,CA,California,Los Angeles,Census Tract,0644000-06037127712,CrdPrv,14.2,13.2,15.2,"2,991","(34.1974208266, -118.470078477)",644000.0,6037127712
227,2016,CA,California,Los Angeles,Census Tract,0644000-06037127803,CrdPrv,14.5,13.1,15.9,"4,037","(34.1975155099, -118.453079936)",644000.0,6037127803
228,2016,CA,California,Los Angeles,Census Tract,0644000-06037127804,CrdPrv,13.5,12.2,14.8,"3,933","(34.1974925908, -118.46182284)",644000.0,6037127804
229,2016,CA,California,Los Angeles,Census Tract,0644000-06037127805,CrdPrv,14.1,13.1,15.2,"3,768","(34.1921962286, -118.457688886)",644000.0,6037127805
230,2016,CA,California,Los Angeles,Census Tract,0644000-06037127806,CrdPrv,16.1,14.6,17.5,"3,447","(34.1885730464, -118.457235854)",644000.0,6037127806
231,2016,CA,California,Los Angeles,Census Tract,0644000-06037127910,CrdPrv,15.4,13.9,17.0,"4,769","(34.197564963, -118.444362419)",644000.0,6037127910
232,2016,CA,California,Los Angeles,Census Tract,0644000-06037127920,CrdPrv,14.1,13.0,15.4,"4,100","(34.1975654804, -118.435622488)",644000.0,6037127920
233,2016,CA,California,Los Angeles,Census Tract,0644000-06037128101,CrdPrv,13.0,12.1,13.9,"3,738","(34.1902993555, -118.435617396)",644000.0,6037128101
234,2016,CA,California,Los Angeles,Census Tract,0644000-06037128102,CrdPrv,16.6,15.5,17.7,"4,795","(34.1902959693, -118.444350561)",644000.0,6037128102
235,2016,CA,California,Los Angeles,Census Tract,0644000-06037128210,CrdPrv,19.3,17.1,21.3,"4,822","(34.1835838017, -118.444345313)",644000.0,6037128210
236,2016,CA,California,Los Angeles,Census Tract,0644000-06037128220,CrdPrv,13.2,11.8,14.5,"3,011","(34.1835533525, -118.435576663)",644000.0,6037128220
237,2016,CA,California,Los Angeles,Census Tract,0644000-06037128302,CrdPrv,15.8,14.1,17.6,"4,688","(34.1838637298, -118.460536697)",644000.0,6037128302
238,2016,CA,California,Los Angeles,Census Tract,0644000-06037128303,CrdPrv,19.3,17.2,21.2,"3,982","(34.1830757058, -118.452381269)",644000.0,6037128303
239,2016,CA,California,Los Angeles,Census Tract,0644000-06037128400,CrdPrv,10.8,9.6,11.9,"4,114","(34.1765493565, -118.458852232)",644000.0,6037128400
240,2016,CA,California,Los Angeles,Census Tract,0644000-06037128500,CrdPrv,10.5,9.7,11.2,"4,015","(34.1703043667, -118.444343873)",644000.0,6037128500
241,2016,CA,California,Los Angeles,Census Tract,0644000-06037128601,CrdPrv,15.3,13.9,16.9,"4,288","(34.1784584169, -118.441082083)",644000.0,6037128601
242,2016,CA,California,Los Angeles,Census Tract,0644000-06037128602,CrdPrv,11.1,10.3,12.1,"3,189","(34.1712144981, -118.435606312)",644000.0,6037128602
243,2016,CA,California,Los Angeles,Census Tract,0644000-06037128702,CrdPrv,9.6,8.6,10.7,"5,639","(34.1602038841, -118.439892113)",644000.0,6037128702
244,2016,CA,California,Los Angeles,Census Tract,0644000-06037128801,CrdPrv,9.9,9.1,10.7,"3,307","(34.1682377974, -118.465157282)",644000.0,6037128801
245,2016,CA,California,Los Angeles,Census Tract,0644000-06037128802,CrdPrv,9.2,8.4,10.1,"4,325","(34.1684788225, -118.45525968)",644000.0,6037128802
246,2016,CA,California,Los Angeles,Census Tract,0644000-06037128910,CrdPrv,10.1,9.1,11.3,"4,083","(34.1616404713, -118.458269864)",644000.0,6037128910
247,2016,CA,California,Los Angeles,Census Tract,0644000-06037131010,CrdPrv,14.6,13.5,16.0,"6,409","(34.2148312256, -118.540358181)",644000.0,6037131010
248,2016,CA,California,Los Angeles,Census Tract,0644000-06037131020,CrdPrv,14.4,13.0,15.8,"5,698","(34.1993980595, -118.539935786)",644000.0,6037131020
249,2016,CA,California,Los Angeles,Census Tract,0644000-06037131100,CrdPrv,10.8,9.9,11.8,"3,252","(34.214624581, -118.505623115)",644000.0,6037131100
250,2016,CA,California,Los Angeles,Census Tract,0644000-06037131200,CrdPrv,11.4,10.4,12.5,"3,429","(34.2147263206, -118.514231046)",644000.0,6037131200
251,2016,CA,California,Los Angeles,Census Tract,0644000-06037131300,CrdPrv,12.6,11.5,13.7,"4,902","(34.2146600692, -118.522963304)",644000.0,6037131300
252,2016,CA,California,Los Angeles,Census Tract,0644000-06037131400,CrdPrv,11.9,10.8,12.9,"5,897","(34.2145917969, -118.5316957)",644000.0,6037131400
253,2016,CA,California,Los Angeles,Census Tract,0644000-06037131600,CrdPrv,12.4,11.3,13.5,"5,494","(34.214265035, -118.553369754)",644000.0,6037131600
254,2016,CA,California,Los Angeles,Census Tract,0644000-06037131701,CrdPrv,13.4,12.4,14.5,"4,541","(34.2046643686, -118.557890647)",644000.0,6037131701
255,2016,CA,California,Los Angeles,Census Tract,0644000-06037131702,CrdPrv,13.8,12.6,15.1,"3,751","(34.2046935686, -118.548732075)",644000.0,6037131702
256,2016,CA,California,Los Angeles,Census Tract,0644000-06037131800,CrdPrv,14.2,13.0,15.6,"5,341","(34.2047090839, -118.527307987)",644000.0,6037131800
257,2016,CA,California,Los Angeles,Census Tract,0644000-06037131900,CrdPrv,11.9,10.8,13.0,"4,210","(34.2047192072, -118.509859338)",644000.0,6037131900
258,2016,CA,California,Los Angeles,Census Tract,0644000-06037132001,CrdPrv,11.1,10.1,12.2,"3,202","(34.1920691762, -118.514195029)",644000.0,6037132001
259,2016,CA,California,Los Angeles,Census Tract,0644000-06037132002,CrdPrv,13.0,11.7,14.4,"3,299","(34.1948952626, -118.507196223)",644000.0,6037132002
